Keys,Values
Tên TCPH:,"
Công ty Cổ phần Đầu tư CMC
"
Tên chứng khoán:,Cổ phiếu công ty cổ phần Đầu tư CMC
Mã chứng khoán:,CMC
Mã ISIN:,VN000000CMC1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"số 26/2006/GCNCP-TTLK  do  VSD cấp ngày 08/12/2006, số 26/2006/GCNCP-VSD-2 do VSD cấp ngày 19/1/2012"
Tổng số chứng khoán đăng ký:,4.561.050 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,45.610.500.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
