Keys,Values
Tên TCPH:,"
Công ty cổ phần Cấp nước Phú Mỹ
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Cấp nước Phú Mỹ
Mã chứng khoán:,PMW
Mã ISIN:,VN000000PMW1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 27/2019/GCNCP-VSD do VSD cấp lần đầu ngày 06/06/2019 , số 27/2019/GCNCP-/VSD-01 cấp thay đổi lần 1 ngày 08/07/2019"
Tổng số chứng khoán đăng ký:,40.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,400.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
