Keys,Values
Tên TCPH:,"
Ngân hàng Phát triển Việt Nam
"
Tên chứng khoán:,Trái phiếu Chính phủ BLPH (QHTPT) đợt 25/2004
Mã chứng khoán:,CP4A2504
Mã ISIN:,VN0CP4A25044
Loại chứng khoán:,Trái phiếu được Chính phủ bảo lãnh
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,
Tổng số chứng khoán đăng ký:,500.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,50.000.000.000 đồng
Hình thức phát hành:,Bảo lãnh
Lãi suất:,8.8%/năm
Cách thức trả lãi:,
Kỳ hạn:,10 năm
Ngày phát hành:,10/06/2004
Ngày đáo hạn:,10/06/2014
Nơi quản lý tại VSD:,Trụ sở chính
