Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư Tổng hợp Hà Nội
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư Tổng hợp Hà Nội
Mã chứng khoán:,SHN
Mã ISIN:,VN000000SHN4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 107/2009/GCNCP-VSD do VSD cấp lần đầu ngày 09/12/2009, Số: 107/2009/GCNCP-VSD-6 cấp thay đổi lần thứ 6 ngày 14/01/2019"
Tổng số chứng khoán đăng ký:,129.607.147 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.296.071.470.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
