Keys,Values
Tên TCPH:,"
Công ty cổ phần Dịch vụ Hàng không Sân bay Đà Nẵng
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Dịch vụ Hàng không Sân bay Đà Nẵng
Mã chứng khoán:,MAS
Mã ISIN:,VN000000MAS1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 41/2009/GCNCP-TTLK do VSD cấp lần đầu ngày 18/08/2009,  Số 41/2009/GCNCP-VSD-4 cấp thay đổi lần thứ 4 ngày 28/04/2017"
Tổng số chứng khoán đăng ký:,4.267.683 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,42.676.830.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
