Keys,Values
Tên TCPH:,"
Công ty cổ phần Vinaconex 25
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Vinaconex 25
Mã chứng khoán:,VCC
Mã ISIN:,VN000000VCC2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 61/2008/GCNCP-VSD do VSD cấp lần đầu ngày 23/12/2008, Số 61/2008/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 07/03/2017"
Tổng số chứng khoán đăng ký:,12.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,120.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
