Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư và Thương mại VNN
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư và Thương mại VNN
Mã chứng khoán:,VNN
Mã ISIN:,VN000000VNN6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 25/2012/GCNCP-VSD do VSD cấp lần đầu ngày 13/09/2012, Số 25/2012/GCNCP-VSD-1 cấp thay đổi lần thứ 1 ngày  03/01/2014"
Tổng số chứng khoán đăng ký:,5.726.698 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,57.266.980.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
