Keys,Values
Tên TCPH:,"
Công ty cổ phần Vicem Bao bì Bút Sơn
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Vicem Bao bì Bút Sơn
Mã chứng khoán:,BBS
Mã ISIN:,VN000000BBS2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số 15GCN TTGDHN-LK do TTGDCK Hà Nội cấp lần đầu ngày 26/12/2005. Số 15/2005/GCNCP-VSD-5 do VSD cấp thay đổi lần thứ 5 ngày 10/11/2016
Tổng số chứng khoán đăng ký:,6.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,60.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
