Keys,Values
Tên TCPH:,"
Công ty cổ phần Phân bón và Hóa chất Dầu khí Miền Bắc
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Phân bón và Hóa chất Dầu khí Miền Bắc
Mã chứng khoán:,PMB
Mã ISIN:,VN000000PMB5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số 75/2015/GCNCP-VSD do VSD cấp ngày 07/09/2015 
Tổng số chứng khoán đăng ký:,12.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,120.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
