Keys,Values
Tên TCPH:,"
Công ty cổ phần Chứng khoán Bản Việt
"
Tên chứng quyền:,Chứng quyền VHM/VCSC/M/Au/T/A1
Mã chứng quyền:,CVHM2109
Mã ISIN:,VN0CVHM21091
Mã chứng khoán cơ sở:,VHM
Tổ chức phát hành mã chứng khoán cơ sở:,Công ty cổ phần Vinhomes
Loại chứng quyền:,Mua
Kiểu thực hiện:,Kiểu châu Âu
Phương thức thực hiện chứng quyền:,Bằng tiền
Thời hạn:,6 tháng
Ngày đáo hạn:,10/02/2022
Tỷ lệ chuyển đổi:,"3,7944:1"
Giá thực hiện:,98.654  đồng
Giá phát hành lần đầu:,2.500  đồng/chứng quyền
Sàn giao dịch:,HOSE
Giấy chứng nhận đăng ký chứng quyền:,Số: 114/2021/GCNCW-VSD do VSD cấp ngày 21/09/2021; Số: 114/2021/GCNCW-VSD-1 cấp thay đổi lần 01 ngày 22/11/2021
Số lượng chứng quyền đăng ký lần đầu tại VSD:,1.000.000 Chứng quyền
Giá trị chứng quyền đăng ký lần đầu tại VSD theo giá phát hành:,2.500.000.000 đồng
Tổng số chứng quyền đăng ký tại VSD:,3.000.000 chứng quyền
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
