Keys,Values
Tên TCPH:,"
Công ty cổ phần Tập đoàn Thái Hoà Việt Nam
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Tập đoàn Thái Hoà Việt Nam
Mã chứng khoán:,THV
Mã ISIN:,VN000000THV5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,"Số 282/2010/GCNCP-VSD do VSD cấp lần đầu ngày 26/11/2010, Số 282/2010/GCNCP-VSD-1 cấp thay đổi lần thứ 1 ngày 07/06/2012"
Tổng số chứng khoán đăng ký:,57.749.995 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,577.499.950.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
