Keys,Values
Tên TCPH:,"
CTCP Bao bì Biên Hoà
"
Tên chứng khoán:,Cổ phiếu CTCP Bao bì Biên Hoà
Mã chứng khoán:,SVI
Mã ISIN:,VN000000SVI5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 59/2008/GCNCP-TTLK do VSD cấp lần đầu ngày 05/12/2008, số 59/2008/GCNCP-VSD-4 cấp thay đổi lần 4 ngày 19/8/2015"
Tổng số chứng khoán đăng ký:,12.832.437 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,128.324.370.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
