Keys,Values
Tên TCPH:,"
CTCP Thủy sản số 4
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần thủy sản số 04
Mã chứng khoán:,TS4
Mã ISIN:,VN000000TS43
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 33/2002/GCNCP-VSD-5 cấp lần đầu ngày 02/08/2002, cấp thay đổi lần thứ 5 ngày 28/08/2013"
Tổng số chứng khoán đăng ký:,16.160.646 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,161.606.460.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
