Keys,Values
Tên TCPH:,"
Công ty cổ phần 471
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần 471
Mã chứng khoán:,C71
Mã ISIN:,VN000000C713
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 43/2015/GCNCP-VSD do VSD cấp ngày 19/06/2015, Số 43/2015/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 20/09/2021"
Tổng số chứng khoán đăng ký:,7.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,70.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
