Keys,Values
Tên TCPH:,"
Kho bạc Nhà nước- Bộ tài chính
"
Tên chứng khoán:,Trái phiếu Chính phủ (KBNN) đấu thầu 16/2006 kỳ hạn 5 năm
Mã chứng khoán:,CP061110
Mã ISIN:,VN0CP0611101
Loại chứng khoán:,Trái phiếu Chính phủ
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,23/2006/GCNTP-TTLK ngày 23/8/2006
Tổng số chứng khoán đăng ký:,5.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,500.000.000.000 đồng
Hình thức phát hành:,Đấu thầu
Lãi suất:,8.25%/năm
Cách thức trả lãi:,
Kỳ hạn:,5 năm
Ngày phát hành:,16/08/2006
Ngày đáo hạn:,16/08/2011
Nơi quản lý tại VSD:,Trụ sở chính
