Keys,Values
Tên TCPH:,"
Công ty cổ phần May Sông Hồng
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần May Sông Hồng
Mã chứng khoán:,MSH
Mã ISIN:,VN000000MSH6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 88/2018/GCNCP-VSD do VSD cấp lần đầu ngày 24/10/2018, số 88/2018/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 28/05/2019"
Tổng số chứng khoán đăng ký:,50.009.400 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,500.094.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
