Keys,Values
Tên TCPH:,"
Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo
"
Tên chứng khoán:,Trái phiếu NPM082023
Mã chứng khoán:,NPM11805
Mã ISIN:,VN0NPM118054
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số:  56/2018/GCNTP-VSD do VSD cấp ngày 28/11/2018
Tổng số chứng khoán đăng ký:,5.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,500.000.000.000 đồng
Hình thức phát hành:,Bảo lãnh phát hành theo phương thức cố gắng tối đa
Lãi suất:,"+ Lãi suất áp dụng cho 02 kỳ hạn 06 tháng đầu tiên: 10,0%/năm
    + Lãi suất áp dụng cho mỗi kỳ hạn 06 tháng tiếp theo:  lãi suất thả nổi bằng tổng của 3,25%/năm và trung bình cộng của lãi suất tiền gửi áp dụng đối với các khoản tiền gửi tiết kiệm cá nhân bằng tiền Đồng kỳ hạn 12 tháng trả lãi sau (hoặc tương đương) do Ngân hàng TMCP Ngoại thương Việt Nam, Ngân hàng TMCP Công thương Việt Nam, Ngân hàng Nông nghiệp & PTNN Việt Nam và Ngân hàng TMCP Đầu tư và Phát triển Việt Nam công bố vào ngày xác định lãi suất có liên quan."
Cách thức trả lãi:,thanh toán định kỳ 6 tháng/lần bằng hình thức chuyển khoản
Kỳ hạn:,5 năm
Ngày phát hành:,13/08/2018
Ngày đáo hạn:,13/08/2023
Nơi quản lý tại VSD:,Trụ sở chính
