Keys,Values
Tên TCPH:,"
Công ty cổ phần Tập đoàn Đầu tư Din Capital
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Tập đoàn Đầu tư Din Capital
Mã chứng khoán:,PDB
Mã ISIN:,VN000000PDB4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 27/2015/GCNCP-VSD do VSD cấp ngày 14/05/2015, số 27/2015/GCNCP-VSD-3 cấp thay đổi lần 3 ngày 11/06/2021"
Tổng số chứng khoán đăng ký:,8.909.981 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,89.099.810.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
