Keys,Values
Tên TCPH:,"
CTCP Sách và Thiết bị Trường học TP.HCM
"
Tên chứng khoán:,Cổ phiếu CTCP Sách và Thiết bị trường học Tp. Hồ chí Minh
Mã chứng khoán:,STC
Mã ISIN:,VN000000STC2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,số 55/2006/GCNCP-TTLK do TTLKCK Việt Nam cấp ngày 21/12/2006
Tổng số chứng khoán đăng ký:,5.665.530 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,56.655.300.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
