Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư Xây dựng và Phát triển Hạ tầng Vinaconex
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư Xây dựng và Phát triển Hạ tầng Vinaconex
Mã chứng khoán:,VCH
Mã ISIN:,VN000000VCH1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,Số 166/2010/GCNCP-VSD  do VSD cấp ngày 12/07/2010
Tổng số chứng khoán đăng ký:,4.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,40.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
