Keys,Values
Tên TCPH:,"
CTCP kết cấu kim loại và Lắp máy Dầu khí
"
Tên chứng khoán:,Cổ phiếu CTCP kết cấu kim loại và Lắp máy dầu khí
Mã chứng khoán:,PXS
Mã ISIN:,VN000000PXS6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 75/2010/GCNCP-CNVSD do TTLKCK Việt Nam cấp lần đầu ngày 25/05/2010, số 75/2010/GCNCP-CNVSD-4 cấp sửa đổi lần 4 ngày 13/11/2015"
Tổng số chứng khoán đăng ký:,60.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,600.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
