Keys,Values
Tên TCPH:,"
Công ty cổ phần Kinh doanh Khí miền Nam
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần kinh doanh Khí miền Nam
Mã chứng khoán:,PGS
Mã ISIN:,VN000000PGS1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 10/2007/GCNCP-TTLK do TTLKCK Việt Nam cấp ngày 09/11/2007, Số 10/2007/GCNCP-VSD-4 cấp thay đổi lần 4 ngày 26/05/2016"
Tổng số chứng khoán đăng ký:,50.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,500.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
