Keys,Values
Tên TCPH:,"
CTCP Vận tải và Giao nhận Bia Sài Gòn
"
Tên chứng khoán:,Cổ phiếu CTCP Vận tải và Giao nhận Bia Sài Gòn
Mã chứng khoán:,SBC
Mã ISIN:,VN000000SBC0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,số 37/2010/GCNCP-CNVSD do TTLKCK Việt Nam cấp ngày 08/03/2010
Tổng số chứng khoán đăng ký:,8.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,80.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
