Keys,Values
Tên TCPH:,"
Công ty Cổ phần  Vinpearl
"
Tên chứng khoán:,Trái phiếu VPL062021
Mã chứng khoán:,VPL11812
Mã ISIN:,VN0VPL118121
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,số 22/2019/GCNTP-VSD do VSD cấp ngày 30/05/2019
Tổng số chứng khoán đăng ký:,28.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,2.800.000.000.000 đồng
Hình thức phát hành:,Bảo lãnh phát hành theo phương thức cố gắng tối đa
Lãi suất:,"Kết hợp giữa lãi suất thả nổi và lãi suất cố định. Cụ thể:
+ Lãi suất cho 02 kỳ tính lãi đầu tiên: 9,2%/năm
+ Lãi suất cho mỗi kỳ tính lãi sau 02 kỳ tính lãi đầu tiên: Tổng của 3,25%/năm và lãi suất tham chiếu. Trong đó, lãi suất tham chiếu là trung bình cộng của các mức lãi suất tiền gửi tiết kiệm cá nhân (trả lãi sau) kỳ hạn 12 tháng (hoặc tương đương) bằng đồng Việt nam do Ngân hàng TMCP Đầu tư và Phát triển Việt Nam (áp dụng tại Chi nhánh Sở Giao dịch 1), Ngân hàng TMCP Ngoại thương Việt Nam (áp dụng tại Sở Giao dịch), Ngân hàng TMCP Công thương Việt Nam (áp dụng tại Chi nhánh Hà Nội) và Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam (áp dụng tại Sở Giao dịch) công bố vào hoặc vào khoảng 11:00 giờ sáng (giờ Việt Nam) ngày xác định lãi suất của kỳ tính lãi đó."
Cách thức trả lãi:,Chuyển khoản
Kỳ hạn:,36 tháng
Ngày phát hành:,29/06/2018
Ngày đáo hạn:,29/06/2021
Nơi quản lý tại VSD:,Trụ sở chính
