Keys,Values
Tên TCPH:,"
Công ty Cổ phần Tập đoàn Masan
"
Tên chứng khoán:,Trái phiếu MSN09201901
Mã chứng khoán:,MSN11718
Mã ISIN:,VN0MSN117186
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,số 96/2017/GCNTP-VSD ngày     30/11/2017 
Tổng số chứng khoán đăng ký:,15.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,1.500.000.000.000 đồng
Hình thức phát hành:,Bảo lãnh phát hành theo hình thức cố gắng tối đa
Lãi suất:,"Cố định 9,0%/năm. Lãi phát sinh trên gốc trái phiếu được tính cho số ngày thực tế đã trôi qua trên cơ sở một năm có 360 ngày"
Cách thức trả lãi:," Phương thức thanh toán lãi:  Lãi được thanh toán mỗi 6 tháng và 12 tháng kể từ ngày phát hành và bất kỳ ngày tròn năm nào của các ngày như vậy trong bất kỳ năm dương lịch nào trong suốt thời hạn trái phiếu và vào ngày thanh toán gốc - Phương thức thanh toán gốc: Thanh toán một lần vào ngày đáo hạn, hoặc vào ngày mà các trái phiếu đến hạn thanh toán do bị thu hồi nợ trước hạn hoặc do nguyên nhân khác"
Kỳ hạn:,02 năm
Ngày phát hành:,08/09/2017
Ngày đáo hạn:,08/09/2019
Nơi quản lý tại VSD:,Chi nhánh
