Keys,Values
Tên TCPH:,"
Công ty cổ phần Dịch vụ Nông nghiệp Bình Thuận
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Dịch vụ Nông nghiệp Bình Thuận
Mã chứng khoán:,ABS
Mã ISIN:,VN000000ABS4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,Số: 12/2019/GCNCP-VSD do VSD cấp lần đầu ngày 15/03/2019; Số: 12/2019/GCNCP-VSD-1 cấp thay đổi lần 01 ngày 02/10/2020
Tổng số chứng khoán đăng ký:,80.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,800.000.000.000 đồng
Hình thức đăng ký:,Cổ phiếu phổ thông
Nơi quản lý tại VSD:,Chi nhánh
