Keys,Values
Tên TCPH:,"
Công ty Cổ phần Chứng khoán KIS Việt Nam
"
Tên chứng quyền:,Chứng quyền.DPM.KIS.M.CA.T.01
Mã chứng quyền:,CDPM1901
Mã ISIN:,VN0CDPM19013
Mã chứng khoán cơ sở:,DPM
Tổ chức phát hành mã chứng khoán cơ sở:,Tổng Công ty Phân bón và Hoá chất Dầu khí - CTCP
Loại chứng quyền:,Mua
Kiểu thực hiện:,Kiểu châu Âu
Phương thức thực hiện chứng quyền:,Bằng tiền
Thời hạn:,04 tháng
Ngày đáo hạn:,09/01/2020
Tỷ lệ chuyển đổi:,1:1
Giá thực hiện:,13.988  đồng
Giá phát hành lần đầu:,1.900  đồng/chứng quyền
Sàn giao dịch:,HOSE
Giấy chứng nhận đăng ký chứng quyền:,"số 23/2019/GCNCW-VSD do VSD cấp ngày 24/9/2019, số 23/2019/GCNCW-VSD-1 cấp thay đổi lần 1 ngày 18/01/2019"
Số lượng chứng quyền đăng ký lần đầu tại VSD:,1.500.000 Chứng quyền
Giá trị chứng quyền đăng ký lần đầu tại VSD theo giá phát hành:,2.850.000.000 đồng
Tổng số chứng quyền đăng ký tại VSD:,900.000 chứng quyền
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
