Keys,Values
Tên TCPH:,"
Công ty cổ phần Nước giải khát Sanna Khánh Hòa
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Nước giải khát Sanna Khánh Hòa
Mã chứng khoán:,SKN
Mã ISIN:,VN000000SKN8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 60/2018/GCNCP-VSD cấp lần đầu ngày 19/07/2018
Tổng số chứng khoán đăng ký:,5.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,50.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
