Keys,Values
Tên TCPH:,"
Kho bạc Nhà nước- Bộ tài chính
"
Tên chứng khoán:,Trái phiếu Chính phủ kỳ hạn 30 năm 2015
Mã chứng khoán:,TL1545363
Mã ISIN:,VNTL15453630
Loại chứng khoán:,Trái phiếu Chính phủ
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,"Số 01/2016/GCNTP-VSD do VSD cấp lần đầu ngày 04/01/2016 , Số 01/2016/GCNTP-VSD-1 cấp thay đổi lần 1 ngày 24/11/2016"
Tổng số chứng khoán đăng ký:,64.727.400 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,6.472.740.000.000 đồng
Hình thức phát hành:,Bán lẻ
Lãi suất:,"8%/năm
"
Cách thức trả lãi:,"Tiền gốc trái phiếu được thanh toán 01 lần khi đến hạn, tiền lãi trái phiếu được thanh toán định kỳ hàng năm vào ngày  30/12 từ năm 2016 đến năm đáo hạn.							"
Kỳ hạn:,30 năm
Ngày phát hành:,30/12/2015
Ngày đáo hạn:,30/12/2045
Nơi quản lý tại VSD:,Trụ sở chính
