Keys,Values
Tên TCPH:,"
Công ty cổ phần Công nghiệp Ngũ kim Fortress Việt Nam
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Công nghiệp Ngũ kim Fortress Việt Nam
Mã chứng khoán:,FTV
Mã ISIN:,VN000000FTV9
Loại chứng khoán:, Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,số 54/2018/GCNCP-VSD do VSD cấp ngày 03/07/2018
Tổng số chứng khoán đăng ký:,26.807.835 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,268.078.350.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
