Keys,Values
Tên TCPH:,"
Công ty cổ phần Thương mại Kiên Giang
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Thương mại Kiên Giang
Mã chứng khoán:,KTC
Mã ISIN:,VN000000KTC9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 05/2018/GCNCP-VSD do VSD cấp ngày 30/01/2018
Tổng số chứng khoán đăng ký:,36.473.833 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,364.738.330.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
