Keys,Values
Tên TCPH:,"
Công ty cổ phần Thuận Thảo
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Thuận Thảo
Mã chứng khoán:,GTT
Mã ISIN:,VN000000GTT1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 139/2010/GCNCP-VSD-1 do VSD cấp lần đầu ngày 23/06/2010, cấp thay đổi lần 1 ngày 07/12/2010"
Tổng số chứng khoán đăng ký:,43.503.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,435.030.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
