Keys,Values
Tên TCPH:,"
Công ty TNHH Quản lý quỹ Mirae Asset (Việt Nam)
"
Tên chứng khoán:,Chứng chỉ Quỹ ETF MAFM VN30
Mã chứng khoán:,FUEMAV30
Mã ISIN:,VN0FUEMAV307
Loại chứng khoán:,Chứng chỉ quỹ
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận đăng ký chứng chỉ quỹ:,số 05/2020/GCNETF-VSD do VSD cấp ngày 04/11/2020;  số 05/2020/GCNETF-VSD-33 cấp thay đổi lần 33 ngày 29/04/2022
Tổng số chứng khoán đăng ký:,42.600.000 Chứng chỉ quỹ
Tổng giá trị chứng khoán đăng ký:,426.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
