Keys,Values
Tên TCPH:,"
Công ty cổ phần Khoáng sản Sài Gòn - Quy Nhơn
"
Tên chứng khoán:,Cổ phiếu CTCP Khoáng sản Sài Gòn - Quy Nhơn
Mã chứng khoán:,SQC
Mã ISIN:,VN000000SQC8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 112/2009/GCNCP-VSD-1 do TTLKCK Việt Nam cấp lần đầu ngày 10/12/2009 và cấp thay đổi lần 1 ngày 13/02/2012
Tổng số chứng khoán đăng ký:,110.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.100.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
