Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư và Xây dựng HUD1
"
Tên chứng khoán:,Cổ phiếu CTCP Đầu tư và Xây dựng HUD1
Mã chứng khoán:,HU1
Mã ISIN:,VN000000HU19
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 104/2010/GCNCP-VSD do VSD cấp lần đầu ngày 26/04/2010, số 04/2010/GCNCP-VSD-1 cấp thay đổi lần thứ 1 ngày 14/01/2011"
Tổng số chứng khoán đăng ký:,10.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,100.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
