Keys,Values
Tên TCPH:,"
Công ty cổ phần Chứng khoán VnDirect
"
Tên chứng khoán:,Cổ phiếu CTCP Chứng khoán VnDirect
Mã chứng khoán:,VND
Mã ISIN:,VN000000VND7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 68/2010/GCNCP-VSD do VSD cấp lần đầu ngày 17/03/2010, số 68/2010/GCNCP-VSD-5 cấp thay đổi lần 5 ngày 04/05/2022"
Tổng số chứng khoán đăng ký:,1.217.844.009 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,12.178.440.090.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
