Keys,Values
Tên TCPH:,"
Công ty CP Thương mại - Dịch vụ Bến Thành
"
Tên chứng khoán:,Cổ phiếu CTCP Thương mại - Dịch vụ Bến Thành
Mã chứng khoán:,BTT
Mã ISIN:,VN000000BTT2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 30/GCNCP-CNVSD do TTLKCK Việt Nam cấp lần đầu ngày 19/02/2010, Số: 30/2010/GCNCP-VSD-3 thay đổi lần thứ 3 ngày 27/12/2017"
Tổng số chứng khoán đăng ký:,13.500.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,135.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
