Keys,Values
Tên TCPH:,"
Công ty cổ phần Công nghiệp - Dịch vụ - Thương mại Ngọc Nghĩa
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Công nghiệp - Dịch vụ - Thương mại Ngọc Nghĩa
Mã chứng khoán:,NNG
Mã ISIN:,VN000000NNG7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 46/2014/GCNCP-VSD do VSD cấp ngày 20/06/2014, Số: 46/2014/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 02/01/2020"
Tổng số chứng khoán đăng ký:,81.570.988 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,815.709.880.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
