Keys,Values
Tên TCPH:,"
Công ty cổ phần Tập đoàn Xây dựng và Thiết bị Công nghiệp
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Tập đoàn Xây dựng và   Thiết bị Công nghiệp
Mã chứng khoán:,CEG
Mã ISIN:,VN000000CEG9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 28/2017/GCNCP-VSD do VSD cấp lần đầu ngày 20/01/2017 
Tổng số chứng khoán đăng ký:,3.800.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,38.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
