Keys,Values
Tên TCPH:,"
Công ty CP Vàng bạc Đá quý Phú Nhuận
"
Tên chứng khoán:,Cổ phiếu Công ty CP Vàng bạc Đá quý Phú Nhuận
Mã chứng khoán:,PNJ
Mã ISIN:,VN000000PNJ6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 120/2008/GCN-CNTTLK do TTLKCK Việt Nam cấp lần đầu ngày 25/12/2008,Số: 120/2008/GCNCP-VSD-12 cấp thay đổi lần thứ 12 ngày 14/04/2022"
Tổng số chứng khoán đăng ký:,242.612.362 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,2.426.123.620.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
