Keys,Values
Tên TCPH:,"
CTCP Đại lý Giao nhận Vận tải Xếp dỡ Tân Cảng
"
Tên chứng khoán:,Cổ phiếu CTCP Đại lý Giao nhận Vận tải Xếp dỡ Tân Cảng
Mã chứng khoán:,TCL
Mã ISIN:,VN000000TCL7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,số 112/2009/GCNCP-CNVSD- 2 do TTLKCK Việt Nam cấp lần đầu ngày 11/12/2009 và cấp thay đổi lần 3 ngày 21/01/2020
Tổng số chứng khoán đăng ký:,30.158.436 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,301.584.360.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
