Keys,Values
Tên TCPH:,"
Tổng Công ty Phát triển Đô thị Kinh Bắc-CTCP
"
Tên chứng khoán:,Trái phiếu KBCBOND02-2017
Mã chứng khoán:,KBC11712
Mã ISIN:,VN0KBC117123
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,Số 95/2017/GCNTP-VSD do VSD cấp ngày 13/12/2017
Tổng số chứng khoán đăng ký:,2.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,200.000.000.000 đồng
Hình thức phát hành:,Phát hành riêng lẻ theo phương thức đại lý phát hành
Lãi suất:,"10,5%/năm"
Cách thức trả lãi:,"Lãi trả sau, định kỳ 06 tháng một lần kể từ ngày phát hành. 	Phương thức thanh toán gốc: Trả một lần vào ngày đáo hạn. "
Kỳ hạn:,18 tháng
Ngày phát hành:,26/07/2017
Ngày đáo hạn:,26/01/2019
Nơi quản lý tại VSD:,Trụ sở chính
