Keys,Values
Tên TCPH:,"
Công ty cổ phần Thương mại Đầu tư xây lắp điện Thịnh Vượng
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Thương mại Đầu tư xây lắp điện Thịnh Vượng
Mã chứng khoán:,TV6
Mã ISIN:,VN000000TV63
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:, số  46/2020/GCNCP-VSD do VSD cấp ngày 16/07/2020 
Tổng số chứng khoán đăng ký:,3.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,30.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
