Keys,Values
Tên TCPH:,"
Công ty cổ phần Cấp thoát nước tỉnh Hà Giang
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Cấp thoát nước tỉnh Hà Giang
Mã chứng khoán:,NHG
Mã ISIN:,VN000000NHG9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,số 10/2016/GCNCP-VSD do VSD cấp ngày 28/01/2016
Tổng số chứng khoán đăng ký:,1.176.045 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,11.760.450.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
