Keys,Values
Tên TCPH:,"
Công ty Cổ phần Sông Đà 6
"
Tên chứng khoán:,Cổ phiếu CTCP Sông Đà 6
Mã chứng khoán:,SD6
Mã ISIN:,VN000000SD66
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 58/2006/GCNCP-VSD cấp lần đầu ngày 21/12/2006, Số 58/2006/GCNCP-VSD-8 cấp thay đổi lần thứ 8 ngày 16/05/2014"
Tổng số chứng khoán đăng ký:,34.771.611 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,347.716.110.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
