Keys,Values
Tên TCPH:,"
Công ty Cổ phần FPT
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần FPT
Mã chứng khoán:,FPT
Mã ISIN:,VN000000FPT1
Loại chứng khoán:,Cổ phiếu phổ thông và cổ phiếu ưu đãi
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 51/2006/GCNCP-VSD do VSD cấp lần đầu ngày 28/11/2006, Số: 51/2006/GCNCP-VSD-33 cấp thay đổi lần thứ 33 ngày 26/05/2022"
Tổng số chứng khoán đăng ký:,914.195.914 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,9.141.959.140.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
