Keys,Values
Tên TCPH:,"
Công ty cổ phần Bảo hiểm Ngân hàng Nông nghiệp
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Bảo hiểm Ngân hàng Nông nghiệp
Mã chứng khoán:,ABI
Mã ISIN:,VN000000ABI5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 22/2009/GCNCP-TTLK do VSD cấp ngày 24/06/2009, số 22/2009/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 17/12/2021"
Tổng số chứng khoán đăng ký:,43.157.815 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,431.578.150.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
