Keys,Values
Tên TCPH:,"
Công ty cổ phần Cồn rượu Hà Nội
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Cồn rượu Hà Nội
Mã chứng khoán:,HAL
Mã ISIN:,VN000000HAL6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,53/2011/GCNCP-VSD do Trung tâm Lưu ký Chứng khoán Việt Nam cấp ngày 18/07/2011
Tổng số chứng khoán đăng ký:,20.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,200.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
