Keys,Values
Tên TCPH:,"
Công ty cổ phần Dầu khí Đầu tư khai thác cảng Phước An
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Dầu khí Đầu tư khai thác cảng Phước An
Mã chứng khoán:,PAP
Mã ISIN:,VN000000PAP0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 28/2014/GCNCP-VSD do VSD cấp ngày 24/04/2014, Số:28/2014/GCNCP-VSD-3 cấp thay đổi lần 3 ngày 25/02/2021"
Tổng số chứng khoán đăng ký:,150.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.500.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
