Keys,Values
Tên TCPH:,"
Công ty cổ phần Cơ khí Mỏ và Đóng tàu - TKV
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Cơ khí Mỏ và Đóng tàu - TKV
Mã chứng khoán:,MDT
Mã ISIN:,VN000000MDT3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 109/2017/GCNCP-VSD do VSD cấp lần đầu ngày 02/06/2017
Tổng số chứng khoán đăng ký:,2.300.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,23.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
