Keys,Values
Tên TCPH:,"
Công ty cổ phần 382 Đông Anh
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần 382 Đông Anh
Mã chứng khoán:,DAC
Mã ISIN:,VN000000DAC4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 05/2006/GCNCP-TTLK do VSD cấp lần đầu ngày 12/09/2006, Số 05/2006/GCNCP-TTLK-2 cấp thay đổi lần 2 ngày 25/02/2009"
Tổng số chứng khoán đăng ký:,1.004.974 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,10.049.740.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
