Keys,Values
Tên TCPH:,"
Công ty cổ phần Tập đoàn C.E.O
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Tập đoàn C.E.O
Mã chứng khoán:,CEO
Mã ISIN:,VN000000CEO3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 34/2014/GCNCP-VSD do VSD cấp lần đầu ngày 23/05/2014, Số 34/2014/GCNCP-VSD-5 cấp thay đổi lần thứ 5 ngày 19/08/2019"
Tổng số chứng khoán đăng ký:,257.339.985 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,2.573.399.850.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
