Keys,Values
Tên TCPH:,"
Công ty cổ phần Sơn Hà Sài Gòn
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Sơn Hà Sài Gòn
Mã chứng khoán:,SHA
Mã ISIN:,VN000000SHA1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 29/2012/GCNCP-VSD do VSD cấp ngày 13/11/2012, số 29/2012/GCNCP-VSD-6 cấp thay đổi lần 6 ngày 10/12/2020"
Tổng số chứng khoán đăng ký:,33.446.675 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,334.466.750.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
