Keys,Values
Tên TCPH:,"
Công ty Đầu tư tài chính Nhà nước Tp. Hồ Chí Minh
"
Tên chứng khoán:,Trái phiếu đô thị TP.HCM (đấu thầu) đợt 12/2007
Mã chứng khoán:,HCM_1207
Mã ISIN:,VN00HCM12070
Loại chứng khoán:,Trái phiếu Chính quyền địa phương
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,23/2007/GCNTP-CNTTLK ngày 39441
Tổng số chứng khoán đăng ký:,500.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,50.000.000.000 đồng
Hình thức phát hành:,Đấu thầu
Lãi suất:,8.4%/năm
Cách thức trả lãi:,
Kỳ hạn:,5 năm
Ngày phát hành:,13/12/2007
Ngày đáo hạn:,13/12/2012
Nơi quản lý tại VSD:,Chi nhánh
