Keys,Values
Tên TCPH:,"
Công ty cổ phần Xây dựng và Phát triển cơ sở hạ tầng
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Xây dựng và Phát triển cơ sở hạ tầng
Mã chứng khoán:,CID
Mã ISIN:,VN000000CID7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 06/GCN/TTGDCKHN-LK do VSD cấp ngày 08/07/2005
Tổng số chứng khoán đăng ký:,1.082.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,10.820.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
