Keys,Values
Tên TCPH:,"
Công ty cổ phần Cầu đường Đà Nẵng
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Cầu đường Đà Nẵng
Mã chứng khoán:,BRM
Mã ISIN:,VN000000BRM1
Loại chứng khoán:,Cổ phần phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 08/CPH/2020/GCNCP-VSD do VSD cấp ngày 10/09/2020; số 28/2021/GCNCP-VSD do VSD cấp ngày 22/07/2021
Tổng số chứng khoán đăng ký:,2.168.755 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,21.687.550.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
