Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư và Xây dựng Công nghiệp
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư và Xây dựng Công nghiệp
Mã chứng khoán:,ICI
Mã ISIN:,VN000000ICI6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 47/2010/GCNCP-VSD do VSD cấp lần đầu ngày 24/02/2010, Số 47/2010/GCNCP-VSD-1 cấp thay đổi lần thứ 1 ngày 08/04/2011"
Tổng số chứng khoán đăng ký:,4.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,40.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
