Keys,Values
Tên TCPH:,"
Công ty Cổ phần Chứng khoán KIS Việt Nam
"
Tên chứng quyền:,Chứng quyền.STB.KIS.M.CA.T.05
Mã chứng quyền:,CSTB2005
Mã ISIN:,VN0CSTB20055
Mã chứng khoán cơ sở:,STB
Tổ chức phát hành mã chứng khoán cơ sở:,Ngân Hàng TMCP Sài Gòn Thương Tín
Loại chứng quyền:,Mua
Kiểu thực hiện:,Kiểu châu Âu
Phương thức thực hiện chứng quyền:,Bằng tiền
Thời hạn:,05 tháng
Ngày đáo hạn:,03/11/2020
Tỷ lệ chuyển đổi:,2:1
Giá thực hiện:,11.811  đồng
Giá phát hành lần đầu:,1.080  đồng/chứng quyền
Sàn giao dịch:,HOSE
Giấy chứng nhận đăng ký chứng quyền:,Số:   91/2020/GCNCW-VSD do VSD cấp lần đầu ngày 18/06/2020; Số:   91/2020/GCNCW-VSD-1 cấp thay đổi lần 01 ngày 14/09/2020
Số lượng chứng quyền đăng ký lần đầu tại VSD:,2.000.000 Chứng quyền
Giá trị chứng quyền đăng ký lần đầu tại VSD theo giá phát hành:,2.160.000.000 đồng
Tổng số chứng quyền đăng ký tại VSD:,1.200.000 chứng quyền
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
