Keys,Values
Tên TCPH:,"
Ngân hàng Thương mại cổ phần Việt Nam Thịnh Vượng
"
Tên chứng khoán:,Cổ phiếu Ngân hàng Thương mại cổ phần Việt Nam Thịnh Vượng
Mã chứng khoán:,VPB
Mã ISIN:,VN000000VPB6
Loại chứng khoán:,Cổ phiếu phổ thông và cổ phiếu ưu đãi cổ tức
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 155/2017/GCNCP-VSD do VSD cấp lần đầu ngày 07/8/2017, số 155/2017/GCNCP-VSD-4 cấp thay đổi lần 4 ngày 01/11/2021"
Tổng số chứng khoán đăng ký:,4.505.692.987 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,45.056.929.870.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
