Keys,Values
Tên TCPH:,"
Kho bạc Nhà nước- Bộ tài chính
"
Tên chứng khoán:,Trái phiếu Chính phủ ĐT đợt 19/2006(8-HN) KBNN kỳ hạn 5 năm
Mã chứng khoán:,CP061115
Mã ISIN:,VN0CP0611150
Loại chứng khoán:,Trái phiếu Chính phủ
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,52/2006/GCNTP-TTLK ngày 06/10/2006
Tổng số chứng khoán đăng ký:,2.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,200.000.000.000 đồng
Hình thức phát hành:,Đấu thầu
Lãi suất:,8.40%/năm
Cách thức trả lãi:,
Kỳ hạn:,5 năm
Ngày phát hành:,27/09/2006
Ngày đáo hạn:,27/09/2011
Nơi quản lý tại VSD:,Trụ sở chính
