Keys,Values
Tên TCPH:,"
Công ty cổ phần XNK Thuỷ sản Cửu Long An Giang
"
Tên chứng khoán:,Cổ phiếu CTCP  XNK Thuỷ sản Cửu Long An Giang
Mã chứng khoán:,ACL
Mã ISIN:,VN000000ACL7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 69/2007/GCNCP-VSD-2 do TTLKCK Việt Nam cấp lần đầu ngày 21/08/2007, số 69/2007/GCNCP-VSD-4 cấp thay đổi lần 4 ngày 11/09/2020"
Tổng số chứng khoán đăng ký:,50.159.019 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,501.590.190.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
