Keys,Values
Tên TCPH:,"
Ngân hàng TMCP Sài Gòn - Hà Nội
"
Tên chứng khoán:,Cổ phiếu Ngân hàng TMCP Sài Gòn - Hà Nội
Mã chứng khoán:,SHB
Mã ISIN:,VN000000SHB9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 05/2009/GCNCP-TTLK do VSD cấp lần đầu ngày 22/01/2009, Số 05/2009/GCNCP-VSD-14 cấp thay đổi lần thứ 14 ngày 26/01/2022"
Tổng số chứng khoán đăng ký:,2.667.369.799 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,26.673.697.990.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
