Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư và Phát triển xây lắp Đông Anh
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư và Phát triển xây lắp Đông Anh
Mã chứng khoán:,DXD
Mã ISIN:,VN000000DXD4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 19/2020/GCNCP-VSD do VSD cấp ngày 03/4/2020, Số 19/2020/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 21/12/2021"
Tổng số chứng khoán đăng ký:,1.019.700 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,10.197.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
