Keys,Values
Tên TCPH:,"
Công ty cổ phần Xếp dỡ và Dịch vụ Cảng Sài Gòn
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Xếp dỡ và Dịch vụ Cảng Sài Gòn
Mã chứng khoán:,SAC
Mã ISIN:,VN000000SAC2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 80/2016/GCNCP-VSD do VSD cấp lần đầu ngày 11/08/2016
Tổng số chứng khoán đăng ký:,4.050.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,40.500.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
